hour_index,avg_cpu_utilization,num_tasks_sampled,timestamp_utc_assumed
71,0.0095276471103745,7318594,2019-05-03 23:00:00+00:00
72,0.0092233036503024,7585047,2019-05-04 00:00:00+00:00
73,0.0089505983615683,7662260,2019-05-04 01:00:00+00:00
74,0.0084978386343138,7741831,2019-05-04 02:00:00+00:00
75,0.0082920715525253,8013572,2019-05-04 03:00:00+00:00
76,0.0091089108047439,7687138,2019-05-04 04:00:00+00:00
77,0.009008806702101,7823961,2019-05-04 05:00:00+00:00
78,0.0092528425395785,7632831,2019-05-04 06:00:00+00:00
79,0.0092680216579063,7666668,2019-05-04 07:00:00+00:00
80,0.0092395084384448,7763529,2019-05-04 08:00:00+00:00
81,0.0093226969973391,7815408,2019-05-04 09:00:00+00:00
82,0.0092008898876126,7275937,2019-05-04 10:00:00+00:00
83,0.0090824333356083,7700955,2019-05-04 11:00:00+00:00
84,0.0089812379116428,7615988,2019-05-04 12:00:00+00:00
85,0.009010001709611,7274813,2019-05-04 13:00:00+00:00
86,0.0085806062669449,7504267,2019-05-04 14:00:00+00:00
87,0.0083870730582656,7443242,2019-05-04 15:00:00+00:00
88,0.0083790254758944,7099342,2019-05-04 16:00:00+00:00
89,0.0080394582681564,7135058,2019-05-04 17:00:00+00:00
90,0.0080283558615099,7275622,2019-05-04 18:00:00+00:00
91,0.0079161310874322,7219330,2019-05-04 19:00:00+00:00
92,0.0083674509986802,7172775,2019-05-04 20:00:00+00:00
93,0.0087259443424968,7269800,2019-05-04 21:00:00+00:00
94,0.0079451935755456,7142272,2019-05-04 22:00:00+00:00
95,0.007689632243055,7091038,2019-05-04 23:00:00+00:00
96,0.0077969252307651,7262915,2019-05-05 00:00:00+00:00
97,0.0079085352512071,7636097,2019-05-05 01:00:00+00:00
98,0.0071383103531249,8304190,2019-05-05 02:00:00+00:00
99,0.0075927993209104,8114957,2019-05-05 03:00:00+00:00
