timestamp,avg_cpu_utilization,num_tasks_sampled,temperature_c,carbon_intensity_kg_per_mwh
2019-05-05 05:00:00+00:00,0.007857580315794,7143292,17.5,338.0082656612529
2019-05-05 06:00:00+00:00,0.0077758209176052,7104173,17.4,331.0723817344634
2019-05-05 07:00:00+00:00,0.0077479686061484,7306367,17.3,325.89386470273803
2019-05-05 08:00:00+00:00,0.0078923208605783,7719817,17.1,325.5070599497427
2019-05-05 09:00:00+00:00,0.0070603861770983,8350996,17.1,323.59362882538926
2019-05-05 10:00:00+00:00,0.0076193813831371,8062586,16.6,324.39576262470433
2019-05-05 11:00:00+00:00,0.0076756143067309,7906608,15.9,327.29616825122446
2019-05-05 12:00:00+00:00,0.0081601887962875,8075722,17.5,339.7509256142713
2019-05-05 13:00:00+00:00,0.0081263490492077,7756536,17.3,349.2323891040011
2019-05-05 14:00:00+00:00,0.0079675968969847,7763047,17.4,355.4904686258936
2019-05-05 15:00:00+00:00,0.0081031306831081,7683463,17.7,358.3414507435548
2019-05-05 16:00:00+00:00,0.0084401484490381,7372161,17.6,363.1619408817764
2019-05-05 17:00:00+00:00,0.0083482146952966,7472482,17.4,361.3683857485617
2019-05-05 18:00:00+00:00,0.0080244794567564,7297349,17.0,359.8531180098525
2019-05-05 19:00:00+00:00,0.0085398907031351,7287755,16.9,360.729416931463
2019-05-05 20:00:00+00:00,0.008360044196833,7197079,16.2,365.3008995312302
2019-05-05 21:00:00+00:00,0.0082898059434737,7402035,15.9,371.272292815273
2019-05-05 22:00:00+00:00,0.0082646125354991,7163728,15.4,369.6394546039445
2019-05-05 23:00:00+00:00,0.0084727884268265,6964605,15.4,368.7023461307812
2019-05-06 00:00:00+00:00,0.0084848243063595,6947419,14.8,355.2152528993867
2019-05-06 01:00:00+00:00,0.0087292012130022,7010486,14.2,359.4174104413743
2019-05-06 02:00:00+00:00,0.008729032863512,6933573,14.1,355.31230705906563
2019-05-06 03:00:00+00:00,0.0087909390185995,7185772,14.2,327.25682198525647
2019-05-06 04:00:00+00:00,0.0089034943191023,7127979,13.8,350.32683882056267
2019-05-06 05:00:00+00:00,0.0089976935955738,7108649,13.3,301.9186853535127
2019-05-06 06:00:00+00:00,0.0087221005499256,6886814,12.6,302.48186898109617
2019-05-06 07:00:00+00:00,0.0088773581297079,7060588,12.3,301.92333678663124
2019-05-06 08:00:00+00:00,0.0084816367421565,7597350,11.9,299.6560606286199
2019-05-06 09:00:00+00:00,0.0080139613430121,7893630,11.6,299.8135933467164
2019-05-06 10:00:00+00:00,0.0082483389990089,7919839,10.9,316.3989535644212
2019-05-06 11:00:00+00:00,0.0084644471087599,7749115,12.3,341.4369653503845
2019-05-06 12:00:00+00:00,0.0087828033256771,7713725,14.1,352.97390567294303
2019-05-06 13:00:00+00:00,0.009266347665675,7625293,14.7,363.8812171281731
2019-05-06 14:00:00+00:00,0.0096416122772302,7773334,16.4,368.802048065386
2019-05-06 15:00:00+00:00,0.0096648722539528,7783965,19.1,367.21609130352766
2019-05-06 16:00:00+00:00,0.0098931501947652,7656295,20.2,369.8035022828411
2019-05-06 17:00:00+00:00,0.0103123548644884,7061228,21.9,373.534837115562
2019-05-06 18:00:00+00:00,0.0104657605298228,6915161,23.0,371.5876215859131
2019-05-06 19:00:00+00:00,0.0102982717629623,7270601,23.0,374.757903251174
2019-05-06 20:00:00+00:00,0.0103691955086488,7078585,23.0,375.4589409741608
2019-05-06 21:00:00+00:00,0.0104955827031139,6908801,23.0,371.2973783432187
2019-05-06 22:00:00+00:00,0.0102922095707341,7074795,22.6,380.9585434671525
2019-05-06 23:00:00+00:00,0.0101324374391348,7208298,20.9,378.9150495318225
2019-05-07 00:00:00+00:00,0.0101771807266741,7132327,18.3,368.3202225847543
2019-05-07 01:00:00+00:00,0.0100463087033187,7280824,17.6,375.30937179790334
2019-05-07 02:00:00+00:00,0.0103623384083749,7274062,16.3,378.58605698408326
2019-05-07 03:00:00+00:00,0.0103493911055957,7108484,15.3,355.16790996283106
2019-05-07 04:00:00+00:00,0.0104086756337063,7246367,14.7,308.05292648937404
2019-05-07 05:00:00+00:00,0.0102649818995869,7248223,14.4,319.2249964931968
2019-05-07 06:00:00+00:00,0.0104059052996335,7267137,13.9,313.55623185560216
2019-05-07 07:00:00+00:00,0.0101303057894942,7281041,12.1,307.31900419317947
2019-05-07 08:00:00+00:00,0.009763381311521,7493305,12.1,311.7327978045225
2019-05-07 09:00:00+00:00,0.0089969582234999,7907355,11.4,316.1852728285078
2019-05-07 10:00:00+00:00,0.009130489753531,7880923,10.9,338.85823923098786
2019-05-07 11:00:00+00:00,0.0094972907305888,7597568,11.4,355.80124162152805
2019-05-07 12:00:00+00:00,0.0094126818345871,7900095,14.6,361.0799151684581
2019-05-07 13:00:00+00:00,0.0093570869672275,7901129,17.7,368.4545937334041
2019-05-07 14:00:00+00:00,0.0094282641740607,7983944,20.5,371.7044529705848
2019-05-07 15:00:00+00:00,0.0099265429161109,7907447,22.7,371.7908245547816
2019-05-07 16:00:00+00:00,0.0099745671210178,7607923,24.2,362.76938798682863
2019-05-07 17:00:00+00:00,0.0098054414587869,7660495,24.8,362.7855941360604
2019-05-07 18:00:00+00:00,0.009338681054988,7805097,25.3,352.41889365445945
2019-05-07 19:00:00+00:00,0.0087770008628549,8129519,25.1,353.64483747609944
2019-05-07 20:00:00+00:00,0.0086650065751582,8085108,25.1,357.34865530911816
2019-05-07 21:00:00+00:00,0.0086072799790828,8172870,24.6,355.40905836974986
2019-05-07 22:00:00+00:00,0.0090831924486233,7850380,23.4,360.963533818401
2019-05-07 23:00:00+00:00,0.009653858882987,7493945,22.2,363.4135297326787
2019-05-08 00:00:00+00:00,0.0101271121802202,7566754,21.0,360.347499488813
2019-05-08 01:00:00+00:00,0.0098059590814945,7478644,20.0,364.3677277716795
2019-05-08 02:00:00+00:00,0.0096405786240198,7722115,19.0,358.4280614401804
2019-05-08 03:00:00+00:00,0.0099900712904959,7542596,18.1,336.29025247444827
2019-05-08 04:00:00+00:00,0.010183497541683,7294978,17.5,335.9742023082145
2019-05-08 05:00:00+00:00,0.0102111804962956,7482522,16.9,305.52080053661143
2019-05-08 06:00:00+00:00,0.0101606499569164,7544124,15.5,301.6981523769981
2019-05-08 07:00:00+00:00,0.0097606050960657,7627363,14.8,296.7000423071499
2019-05-08 08:00:00+00:00,0.0096235174197331,7796691,14.7,295.617821141869
2019-05-08 09:00:00+00:00,0.0088348930950538,8330461,14.2,299.043712135619
2019-05-08 10:00:00+00:00,0.0090272826123833,8286638,13.7,310.897411723297
2019-05-08 11:00:00+00:00,0.009549026685049,7949851,14.1,329.79789453374656
2019-05-08 12:00:00+00:00,0.0101663653088739,7759743,15.9,331.23298327499026
2019-05-08 13:00:00+00:00,0.0106516692411952,7654711,17.0,336.584546991132
2019-05-08 14:00:00+00:00,0.010637779198788,7709326,17.4,346.39365767410027
2019-05-08 15:00:00+00:00,0.0105591298747577,7787344,18.5,348.5875127942681
2019-05-08 16:00:00+00:00,0.010250356872239,7655756,19.5,352.08179188807424
2019-05-08 17:00:00+00:00,0.0101026578283996,7540167,20.6,352.5856549958056
2019-05-08 18:00:00+00:00,0.0101718388695941,7633504,20.9,348.91753710830125
2019-05-08 19:00:00+00:00,0.0099950118825941,7445080,20.9,350.60519354316256
2019-05-08 20:00:00+00:00,0.0099872782438938,7264155,21.0,348.6652778970879
2019-05-08 21:00:00+00:00,0.0097223185893025,7627242,20.2,353.6357886386295
2019-05-08 22:00:00+00:00,0.0099775322021451,7645618,19.5,356.0656586913588
2019-05-08 23:00:00+00:00,0.0100223780839735,7495854,19.0,358.4035685711468
2019-05-09 00:00:00+00:00,0.0103556359779523,7319592,17.0,356.0190091221937
2019-05-09 01:00:00+00:00,0.0103823216030241,7240961,16.2,363.6245369553713
2019-05-09 02:00:00+00:00,0.0102602752884451,7231237,15.8,352.7159493789768
2019-05-09 03:00:00+00:00,0.0103621137450921,7242399,15.6,333.6560752761489
2019-05-09 04:00:00+00:00,0.0102775044460311,7128185,15.4,315.50587484714765
2019-05-09 05:00:00+00:00,0.0099553713077414,7160372,15.1,303.54927354845734
2019-05-09 06:00:00+00:00,0.0097082188365489,7220281,14.9,298.7633372437294
2019-05-09 07:00:00+00:00,0.0096102355837277,7264090,14.6,298.0771388499299
2019-05-09 08:00:00+00:00,0.0092779081664341,7697913,14.5,295.34180660185456
2019-05-09 09:00:00+00:00,0.0086415914256999,7909012,14.4,310.9356405170645
2019-05-09 10:00:00+00:00,0.0088033049736797,7776698,14.6,330.45929575497456
2019-05-09 11:00:00+00:00,0.0090289403393916,7884989,15.2,349.1083045850095
2019-05-09 12:00:00+00:00,0.0092114510178031,7764400,15.1,355.859078210658
2019-05-09 13:00:00+00:00,0.0093977944884407,7838159,16.6,360.92219913439794
2019-05-09 14:00:00+00:00,0.0098107092167112,7586475,17.3,364.8795356565475
2019-05-09 15:00:00+00:00,0.0093911185432642,7735392,18.3,364.5441269209068
2019-05-09 16:00:00+00:00,0.0095212864939811,7693873,19.5,356.3402079011305
2019-05-09 17:00:00+00:00,0.0095365558488499,7753216,20.5,359.33100886339935
2019-05-09 18:00:00+00:00,0.0098299595085895,7562833,22.7,356.1206115700675
2019-05-09 19:00:00+00:00,0.0096817623012221,7671785,23.2,358.5755576157496
2019-05-09 20:00:00+00:00,0.0094834881984598,7555009,23.0,362.1784016153195
2019-05-09 21:00:00+00:00,0.0090640906912258,7669961,24.0,363.6893937734154
2019-05-09 22:00:00+00:00,0.00895509743037,7564537,23.4,367.64673608901273
2019-05-09 23:00:00+00:00,0.009026603879487,7571287,21.7,371.9159771549772
2019-05-10 00:00:00+00:00,0.0095511313544342,7383559,20.9,371.6512866599448
2019-05-10 01:00:00+00:00,0.0090577843838776,7930381,20.1,376.9096432967057
2019-05-10 02:00:00+00:00,0.0086086278857584,8095807,19.5,374.487753179463
2019-05-10 03:00:00+00:00,0.0088419695797363,7835625,19.0,353.2434131924794
2019-05-10 04:00:00+00:00,0.0091649825250655,7635851,18.5,321.9910084328426
2019-05-10 05:00:00+00:00,0.009258703709424,7632521,18.4,326.9313950941743
2019-05-10 06:00:00+00:00,0.0090402726748337,7600295,18.5,323.95247245531334
2019-05-10 07:00:00+00:00,0.0086277597219766,7674153,18.4,319.8270455590707
2019-05-10 08:00:00+00:00,0.0080914337308245,7797600,18.4,319.227482840734
2019-05-10 09:00:00+00:00,0.0072662630574577,8194677,18.5,329.651632719043
2019-05-10 10:00:00+00:00,0.0071203794603788,8370949,18.5,355.8581065773907
2019-05-10 11:00:00+00:00,0.0074205741043706,8220580,18.7,370.8895393990083
2019-05-10 12:00:00+00:00,0.0074985874445749,8426981,17.5,376.6727767402181
2019-05-10 13:00:00+00:00,0.0076447513455632,8554804,19.0,373.7585098662612
2019-05-10 14:00:00+00:00,0.0080532025805532,8499090,19.4,375.9340671824058
2019-05-10 15:00:00+00:00,0.0081565809853069,8532657,22.3,373.1957668409995
2019-05-10 16:00:00+00:00,0.0081298962811051,8300913,24.8,368.2231148883429
2019-05-10 17:00:00+00:00,0.0080822590842794,8318643,25.3,372.5361099193646
2019-05-10 18:00:00+00:00,0.0082471139265761,8130531,26.5,370.4154665270141
2019-05-10 19:00:00+00:00,0.0082286790411087,8055766,26.2,373.26705103845904
2019-05-10 20:00:00+00:00,0.0081394028200347,7971369,24.1,373.2048621077966
2019-05-10 21:00:00+00:00,0.0079149912382357,7985919,22.9,375.7123383316155
2019-05-10 22:00:00+00:00,0.0077752130055555,8201706,23.0,374.10307245987207
2019-05-10 23:00:00+00:00,0.0077504003181884,8276501,22.1,380.6160554689012
2019-05-11 00:00:00+00:00,0.0078949021719265,8115097,20.8,380.6173397345383
2019-05-11 01:00:00+00:00,0.0078853214961663,8533168,19.9,386.3819620725698
2019-05-11 02:00:00+00:00,0.0079453159116018,8154697,19.6,377.2176720272613
2019-05-11 03:00:00+00:00,0.008178015287611,7651902,19.1,360.9177175043768
2019-05-11 04:00:00+00:00,0.0083116189868549,7622044,17.6,336.77385275668536
2019-05-11 05:00:00+00:00,0.0077049078119733,7969783,16.8,327.9522771114652
2019-05-11 06:00:00+00:00,0.0074723278245445,7865699,16.4,318.46554058869646
2019-05-11 07:00:00+00:00,0.007406851104376,8128647,15.9,305.878478153864
2019-05-11 08:00:00+00:00,0.0069967191950616,8552046,15.2,301.3277216123574
2019-05-11 09:00:00+00:00,0.0065382871417667,8656085,14.5,304.98376253418417
2019-05-11 10:00:00+00:00,0.0070038793563654,8628148,13.6,299.69663181673377
2019-05-11 11:00:00+00:00,0.0075342830280192,8541663,13.1,306.3379788009646
2019-05-11 12:00:00+00:00,0.0073917038066238,8870930,14.8,331.4217499495595
2019-05-11 13:00:00+00:00,0.0077127587258448,8308792,15.8,333.5097511327073
2019-05-11 14:00:00+00:00,0.0077177986901261,8470231,16.4,334.9908302225459
2019-05-11 15:00:00+00:00,0.0078551945658971,8469476,17.0,336.8305905130687
2019-05-11 16:00:00+00:00,0.0076851816081298,8527034,18.2,339.21854525834385
2019-05-11 17:00:00+00:00,0.0075358400470254,8822980,19.0,339.09356949343146
2019-05-11 18:00:00+00:00,0.0076130615651678,8685301,18.2,335.32404790049856
2019-05-11 19:00:00+00:00,0.0075147836695537,8322301,15.9,327.7572934859952
2019-05-11 20:00:00+00:00,0.0074716546232808,8495101,15.9,332.71844660194176
2019-05-11 21:00:00+00:00,0.0077947791931723,8280429,15.9,335.2110424898027
2019-05-11 22:00:00+00:00,0.0076343757956089,8679658,15.9,332.925768103702
2019-05-11 23:00:00+00:00,0.0077472947753176,8445855,15.4,321.0789497152612
2019-05-12 00:00:00+00:00,0.0073741120486866,8418277,13.8,324.16195146485603
2019-05-12 01:00:00+00:00,0.00778494561031,8205602,13.4,337.2199624727676
2019-05-12 02:00:00+00:00,0.0080718181761559,8122406,13.6,325.1071731057398
2019-05-12 03:00:00+00:00,0.0076528681335643,8104073,13.4,313.049928866608
2019-05-12 04:00:00+00:00,0.0074525991218165,8192748,13.4,340.96126546339485
2019-05-12 05:00:00+00:00,0.0072476225144871,8268678,13.4,294.6048742320621
2019-05-12 06:00:00+00:00,0.0073042191275627,8105201,13.6,293.5738627944881
2019-05-12 07:00:00+00:00,0.007318924960724,8335479,13.7,290.18752044731286
2019-05-12 08:00:00+00:00,0.0069694125473028,8674059,13.8,295.84694767656754
2019-05-12 09:00:00+00:00,0.0068057466966578,8348344,13.6,297.39172139009816
2019-05-12 10:00:00+00:00,0.0070369459598169,8610271,13.4,297.772831812449
2019-05-12 11:00:00+00:00,0.0072285441212555,8608007,12.9,301.01264528941067
2019-05-12 12:00:00+00:00,0.0073261639810774,8660103,11.6,309.58331577246736
2019-05-12 13:00:00+00:00,0.00769539280557,8134281,11.2,329.6293825711084
2019-05-12 14:00:00+00:00,0.0074835448190719,8347925,11.2,337.9706428739632
2019-05-12 15:00:00+00:00,0.007696897174681,8253241,11.6,342.0757490989995
2019-05-12 16:00:00+00:00,0.0076249199333978,8075750,11.8,346.8447134431984
2019-05-12 17:00:00+00:00,0.0092765913555962,7600292,12.5,348.6859209493288
2019-05-12 18:00:00+00:00,0.0097742861668034,7427388,12.5,345.74206569975803
2019-05-12 19:00:00+00:00,0.0098501029645804,7584454,12.5,343.7113644070007
2019-05-12 20:00:00+00:00,0.0105276395513396,7240393,13.1,346.3836985576116
2019-05-12 21:00:00+00:00,0.010594628639699,7208936,13.3,357.67532136947943
2019-05-12 22:00:00+00:00,0.0104691233546939,7463699,12.3,363.3491689453986
2019-05-12 23:00:00+00:00,0.010556400388013,7438124,11.8,358.5341991126178
2019-05-13 00:00:00+00:00,0.010766493727126,7442488,10.7,350.44471753440325
2019-05-13 01:00:00+00:00,0.0103171551490836,7266781,10.2,363.2083792723264
2019-05-13 02:00:00+00:00,0.0098825763170848,7705725,9.9,356.56548867181505
2019-05-13 03:00:00+00:00,0.0091390965243069,7649823,9.5,342.0044501635301
2019-05-13 04:00:00+00:00,0.0088194283601026,7810174,9.2,299.25114299227494
2019-05-13 05:00:00+00:00,0.0083997210867406,7825322,9.1,314.3918085014781
2019-05-13 06:00:00+00:00,0.0082720968931286,8054092,8.8,308.0421399462412
2019-05-13 07:00:00+00:00,0.0083857306687202,8016142,8.9,304.5011951373308
2019-05-13 08:00:00+00:00,0.0083055917100523,8151572,8.8,306.45242333754453
2019-05-13 09:00:00+00:00,0.0077709074015486,8241582,8.7,307.1946458449526
2019-05-13 10:00:00+00:00,0.0080047120083505,8399857,8.7,337.51612532410303
2019-05-13 11:00:00+00:00,0.0084823413900956,8155997,8.8,354.14281804443283
2019-05-13 12:00:00+00:00,0.0088541605136608,7964617,9.1,358.8313690041604
2019-05-13 13:00:00+00:00,0.009718236659875,7709167,9.1,361.9114931260117
2019-05-13 14:00:00+00:00,0.0098673306013929,7545397,9.4,364.23520738150825
2019-05-13 15:00:00+00:00,0.0097992665054485,7746137,9.9,364.6293807388668
2019-05-13 16:00:00+00:00,0.0097561075480292,7452437,9.9,364.5607978950683
2019-05-13 17:00:00+00:00,0.0097897305283931,7272087,10.7,361.873692825316
2019-05-13 18:00:00+00:00,0.0099744911705813,7337591,12.5,369.3339416058394
2019-05-13 19:00:00+00:00,0.0096051465040223,7490743,11.9,370.58158616495103
2019-05-13 20:00:00+00:00,0.0098452355918763,7545109,12.2,368.2515355031284
2019-05-13 21:00:00+00:00,0.0104119434965496,7477788,13.6,367.95500812003934
2019-05-13 22:00:00+00:00,0.011024144983744,7263936,13.7,364.8435620424576
2019-05-13 23:00:00+00:00,0.0108921757159865,7244308,13.6,367.70498920357824
2019-05-14 00:00:00+00:00,0.010011913579141,7124335,12.0,361.0361898258792
2019-05-14 01:00:00+00:00,0.0096340820552666,7352572,10.4,368.2637582044338
2019-05-14 02:00:00+00:00,0.0093391269003901,7567938,11.1,368.51816109147495
2019-05-14 03:00:00+00:00,0.0097392678470385,7406842,9.9,348.89230651905893
2019-05-14 04:00:00+00:00,0.0094723535712739,7738852,10.1,323.71176613052586
2019-05-14 05:00:00+00:00,0.0090350723527499,7929198,11.3,311.82585137145907
2019-05-14 06:00:00+00:00,0.0084865201377521,8263210,10.6,307.3461576910444
2019-05-14 07:00:00+00:00,0.0082741010087553,8266989,9.3,308.60872715113686
2019-05-14 08:00:00+00:00,0.008258106038755,8184376,8.6,315.76462538487857
2019-05-14 09:00:00+00:00,0.0075804146610871,8468512,8.1,324.35103186264774
2019-05-14 10:00:00+00:00,0.0078261788500682,8477417,7.7,350.3028074046831
2019-05-14 11:00:00+00:00,0.0085163509919395,8097102,9.1,352.9175813910038
2019-05-14 12:00:00+00:00,0.0090527620225561,7846004,11.1,361.1055201674233
2019-05-14 13:00:00+00:00,0.0094517510340171,7745625,12.2,365.7496309350789
2019-05-14 14:00:00+00:00,0.009365271237304,7794680,12.6,363.67172794578994
2019-05-14 15:00:00+00:00,0.0092581244938889,7766507,12.7,363.7445788632732
2019-05-14 16:00:00+00:00,0.0094058890503855,7635411,13.1,370.7820470011169
2019-05-14 17:00:00+00:00,0.0097568563595159,7859719,13.6,373.2813003637703
2019-05-14 18:00:00+00:00,0.0100081129722406,7803208,14.4,371.0592926490985
2019-05-14 19:00:00+00:00,0.0096695125381903,7659328,14.8,369.5971396451213
2019-05-14 20:00:00+00:00,0.0093662029385797,7762550,14.2,367.448467001559
2019-05-14 21:00:00+00:00,0.0091759187398113,7684426,14.2,369.30605287543045
2019-05-14 22:00:00+00:00,0.0092522956246246,7648162,13.8,365.0969449398769
2019-05-14 23:00:00+00:00,0.0098245076072246,7483990,13.6,366.3523100882506
2019-05-15 00:00:00+00:00,0.0102539080681551,7425751,12.8,350.4402155221827
2019-05-15 01:00:00+00:00,0.00975148931361,7604049,11.5,366.4223359765991
